county,state,max_cases,avg_growth_rate,max_growth_rate,total_population,num_deaths,percent_smokers,percent_vaccinated,income_ratio,population_density_per_sqmi,percent_fair_or_poor_health,percent_unemployed_CHR,violent_crime_rate,chlamydia_rate,teen_birth_rate,total_cases,deaths_per_100k,cases_per_100k
Lackawanna,Pennsylvania,5588,0.02716103163751414,0.5333333333333333,213006,3282,20.306989109,50,5.0274580156,464.29477464481874,16.877821932,4.5836893573,213.40131449,233,1878.7738528999998,2623.400279804325,1540.8016675586603,2623.400279804325
Laclede,Missouri,1952,0.03303884271055577,0.5,35505,665,21.873365753,27,3.9008280757,46.42849960946051,20.498946466,3.6937742032,290.80437054,364,5032.4460336,5497.817208843825,1872.9756372341924,5497.817208843825
Lafayette,Louisiana,12877,-4.401148918491072,0.9978021978021978,62290.3656776263,765.0649558941459,18.994490056698474,38.50681635926223,5.281746826768965,204.65998017434435,18.77535130140417,3.695678134506335,220.15455792849397,367.3645549318364,3197.842811480433,20672.538778537324,1228.223574498849,20672.538778537324
Lafourche,Louisiana,5001,0.028066904774524847,0.5454545454545454,97688,1387,19.224758245,44,5.0947231834,91.44023432448428,18.364004129,4.7374210828,279.06976744,501.9,2915.9675298,5119.359593808861,1419.826386045369,5119.359593808861
LaGrange,Indiana,1629,0.02463236261429697,0.5,38395,377,18.865174478,47,3.3442087025,101.13798467789596,16.502851408,2.4984233251,103.48752975,96.7,1848.1279326,4242.739940096367,981.8986847245735,4242.739940096367
Lake,Illinois,39563,-42.68978494796977,0.9895424836601308,181467.2170259408,2272.620387285349,17.436631577612715,43.5622944830106,4.656769940808623,394.82679068980184,17.104476518464377,4.4016295567300325,268.4422117444443,417.4964925100475,3037.951291704896,21801.734025790705,1252.3586488685044,21801.734025790705
Lamar,Alabama,3103,-0.6476796426171355,0.8333333333333334,35237.98546511628,542.8071705426356,18.261900063255815,45.474806201550386,5.299021578953198,74.22543791868937,20.188549203514537,3.9470236725899226,275.5286193551754,491.34186046511627,3498.056495982461,8805.83824257435,1540.403525848507,8805.83824257435
Lamb,Texas,1088,0.025213938640349938,0.5,13561,197,16.316045368,36,4.6771358191,13.345064610470445,26.104734081,4.4215742329,341.47309907,401.2,5237.6627309,8023.007152864833,1452.6952289654155,8023.007152864833
Lamoille,Vermont,174,0.013869224494309081,0.3333333333333333,25136,266,14.805665843,55,5.1185333769,54.7778122789937,11.314517739,3.5178736408,53.453703154,256.5,1468.5314685,692.2342457033736,1058.2431572246976,692.2342457033736
Lampasas,Texas,439,0.022309318091901814,0.5,20357,299,14.280502671,26,4.1621888657,28.55755801105944,16.640287912,3.7109163691,140.60894489,527.9,3304.05688,2156.5063614481505,1468.7822370683302,2156.5063614481505
Lancaster,South Carolina,18478,-7.95015317681651,0.9958333333333333,233097.66410748562,2461.2264875239925,14.441719253193858,56.40115163147793,4.497627185556718,290.7631640799734,16.09190233359405,3.5141860386051826,267.2936483940883,382.0639155470249,2301.8524891081574,7927.1493649457825,1055.877799954733,7927.1493649457825
Lander,Nevada,248,0.01845608698201035,0.8571428571428571,5907,79,17.114542453,19,4.1022907459,1.0759335462522317,18.056457418,3.7131069502,619.78348897,316.2,4866.5620094,4198.408667682411,1337.3963094633486,4198.408667682411
Lane,Oregon,4706,0.027968065048531093,0.3333333333333333,360273,4606,15.360129816,49,4.6765444015,79.0817985979147,15.112882309,4.4921627852,330.47165229,489.9,1465.0227311,1306.231663210954,1278.4749342859443,1306.231663210954
Langlade,Wisconsin,1681,0.03085561974000772,0.6666666666666666,19414,252,16.446218551,39,4.0151465262,22.29830702208813,13.712910683,3.9592522579,64.865986871,182.7,2640.2640263999997,8658.699907283404,1298.0323477902546,8658.699907283404
Lanier,Georgia,415,0.0189903104768819,0.8,10382,162,20.48389383,27,7.2939895883,56.03060911328031,21.134834809,4.3953185956,383.38045718,326.1,3792.5264919,3997.303024465421,1560.3929878636102,3997.303024465421
Lapeer,Michigan,3200,0.02639335268789525,0.6666666666666666,88310,1215,16.385993503,44,3.8534560224,137.0865206371396,13.900839684,5.1657037879,187.12194019,178.1,1513.6327185,3623.5986864454762,1375.8351262597666,3623.5986864454762
LaPorte,Indiana,5384,0.028310363832498225,0.625,110993,1841,22.68348124,50,4.2407888366,185.50574866833867,18.347457388,4.3767047702,301.79118658,481.7,3529.6220177,4850.756354004307,1658.663158937951,4850.756354004307
Laramie,Wyoming,5682,0.02821514188551838,0.36231884057971014,96459,1158,17.04288647,47,4.0967799261,35.91292446199519,13.152948181,3.8735791284,206.189829,497.3,3021.0713379000003,5890.585637421081,1200.5100612695549,5890.585637421081
Larimer,Colorado,11164,0.03029003583101116,0.631578947368421,325228,2883,12.667672587,54,4.4448311869,125.2717022320786,11.680454125,2.8130541519,201.12825097,354.4,1131.3126393,3432.668773906306,886.4550407713973,3432.668773906306
Larue,Kentucky,622,0.02320392545626057,0.5,14127,238,21.336173044,46,3.8800854353,54.01625562294856,21.934411346,4.3950617284,56.565085201,260.5,3649.6350365,4402.916401217527,1684.7172081829121,4402.916401217527
Las Animas,Colorado,288,0.020687966843623968,0.5,14322,284,15.036140121,27,4.6612883732,3.0006687749896934,19.748391603,4.7321972002,146.89423615,379.3,3384.6153846,2010.8923334729786,1982.963273285854,2010.8923334729786
LaSalle,Illinois,6587,-0.8648889886481731,0.8711810305517556,64183,938.8953488372093,19.313762442937985,39.58527131782946,5.124565741298838,61.831483005560614,18.334888392294573,5.105844463908527,184.3192232039535,331.6081395348837,3386.643496861628,10262.842185625477,1462.8411710845696,10262.842185625477
Lassen,California,2422,0.02818400362136462,0.7972972972972973,31945,393,13.718787061,33,4.5764685807,7.034517666353936,15.204460729,4.7883624609,586.92995433,301.6,2582.9562594,7581.7811864141495,1230.2394740961026,7581.7811864141495
Latah,Idaho,1820,0.027797869307775377,0.5,38593,300,13.564902601,46,5.1922076515,35.87173750812111,13.581195223,2.4571964277,105.2834307,411.9,806.26583736,4715.881118337522,777.343041484207,4715.881118337522
Latimer,Oklahoma,319,0.020114571553294134,0.5,10643,226,21.041173013,39,5.075163788,14.739356671893024,22.65447839,5.9956508232,214.27551069,422.6,3497.8624173999997,2997.275204359673,2123.461430047919,2997.275204359673
Lauderdale,Alabama,4522,-1.671328197138485,0.9285714285714286,66893.13648293963,1130.5144356955382,20.561858422553804,43.36482939632546,4.894820592702362,103.67419195524052,23.356532795839893,4.982480202005775,432.72623648165353,696.6299212598425,3422.0206723440947,6760.03583888354,1690.0305399551173,6760.03583888354
Laurel,Kentucky,2694,0.02784468987267239,0.5,59950,1129,21.452020182,39,5.1182639668,138.14707475021,22.694861545,5.082775484,90.803065645,295.8,4508.9213953,4493.744787322769,1883.236030025021,4493.744787322769
Laurens,Georgia,2736,-0.1319261444812269,0.8333333333333334,56958.491228070176,1122.2105263157894,19.807094448350878,44.96491228070175,5.099523969063157,75.84860220599678,22.45945695196491,4.209004403731579,453.25148069298245,615.5140350877193,4177.8488324736845,4803.498022875384,1970.2251624297655,4803.498022875384
Lavaca,Texas,1439,0.018935252744388925,0.6666666666666666,19654,283,12.803812709,35,5.0952639927,20.26794060866095,16.155863494,3.1534608379,153.62530536,159.5,3209.0841767,7321.6648010583085,1439.9104507988195,7321.6648010583085
Lawrence,Arkansas,2937,-3.817202983298925,0.9786096256684492,38568.19501407318,692.9115400080418,19.75032654287133,43.139525532770406,4.580696175017852,81.30173731166734,19.662413251498993,4.596191640930117,242.42365909831403,291.96755126658627,3547.891349575955,7615.082839444044,1796.5879392468453,7615.082839444044
Le Flore,Oklahoma,2590,0.02825471976125961,0.6666666666666666,49885,1054,21.704976432,38,4.8520227749,31.388390588482903,22.264852526,4.6025104603,254.96266618,512.8,4657.7777778,5191.941465370352,2112.8595770271627,5191.941465370352
Le Sueur,Minnesota,1606,0.024500380493569663,0.8,27650,247,13.677895535,51,3.6057999814,61.61237395249741,11.192302882,4.1473499561,50.446814644,220.6,1297.2630913,5808.318264014467,893.3092224231465,5808.318264014467
Lea,New Mexico,4813,0.029522228736720713,0.6,68930,891,16.779396195,25,4.6950702069,15.696501079459328,22.210590602,4.12077796,438.84524856,511.9,6399.2138274,6982.4459596692295,1292.6156970839982,6982.4459596692295
Leavenworth,Kansas,4001,0.025979277063943106,0.5,78785,902,18.086108665,46,4.1036922976,170.11103387868894,15.796568757,3.6392491654,416.86434513,387.2,2481.8963917,5078.377863806562,1144.8879862918068,5078.377863806562
Lebanon,Pennsylvania,5891,0.028905706117531578,0.6666666666666666,136950,1716,15.87494374,53,3.7143826081,378.49162786802736,15.694895891,3.7586700739,153.94157693,317.7,2308.4429788,4301.569916027747,1253.012048192771,4301.569916027747
Lee,Florida,31570,-6.798846509379063,0.9989837398373984,103829.38776249095,1415.3251267197684,18.724459012789282,42.0887038377987,5.03452326290496,166.19688925201854,20.381030287967054,4.15091409010076,283.00892301916656,414.46270818247643,3393.1631708467776,30405.64976865333,1363.125755838333,30405.64976865333
Leelanau,Michigan,416,0.020119543730808744,0.5,21764,225,13.579268461,56,3.5910051775,62.68690768684504,11.549025949,4.2248172411,77.611395179,157,1273.3887734,1911.413343135453,1033.817312993935,1911.413343135453
Leflore,Mississippi,2164,0.024961291996005885,0.75,30500,628,23.927844953,38,8.3404308933,51.40226589063882,30.91647539,6.7505609209,613.8075049,1543.3,5055.2726369,7095.081967213115,2059.0163934426228,7095.081967213115
Lehigh,Pennsylvania,12554,0.028465041377924674,0.8461538461538461,358792,3934,18.336704588,56,4.4485401323,1039.4370930440573,18.132003186,4.6111692533,231.03468445,461.4,2269.0886329,3498.9631875850073,1096.4570001560792,3498.9631875850073
Lemhi,Idaho,436,0.02436007423597009,0.5,7743,141,15.235695687,34,3.9286999435,1.6967634823553264,15.486609857,4.4716604956,174.76859344,279.4,2641.509434,5630.89241895906,1820.999612553274,5630.89241895906
Lenawee,Michigan,4110,0.025938274932039162,0.8,98673,1354,17.114590649,47,3.8791374321,131.64133470321838,14.360185001,4.0846750149,188.58030294,308.2,2382.4175824,4165.273175032684,1372.2092163003051,4165.273175032684
Lenoir,North Carolina,2324,0.02728070133041032,0.6666666666666666,58343,1078,19.316118167,49,4.6735451668,146.1913208858617,21.574270166,3.9630972467,752.81220458,833.3,3807.1895425000002,3983.3399036731057,1847.6938107399346,3983.3399036731057
Leon,Florida,15629,-16.429189509347275,0.9806451612903225,153994.54296875,1589.50390625,16.528970244351562,41.9765625,5.1541585449695315,226.23212044682464,16.94340011191797,4.1642759311132815,432.2597228188672,722.247265625,2890.302587505078,10149.060933393972,1032.1819693133912,10149.060933393972
Leslie,Kentucky,323,0.021339036975353935,0.5,10869,281,25.681661748,28,6.6155997514,27.115283255617744,26.987424043,7.0943396226,37.741189791,96.8,5285.8683927,2971.754531235624,2585.3344373907444,2971.754531235624
Letcher,Kentucky,565,0.02267104347933623,0.5,23382,591,26.006925731,27,6.042869151,69.19516158202377,26.597046109,6.5231158961,54.062236447,35.8,5041.2021328,2416.3886750491833,2527.585322042597,2416.3886750491833
Levy,Florida,1460,0.0258498837950476,0.5,39707,844,23.61738764,34,4.1517867468,35.50876232664357,22.997053492,3.8343377053,1075.9850387,512.9,3158.9338598,3676.933538167074,2125.5697987760345,3676.933538167074
Lewis,Washington,1331,-1.3027564505405225,0.9428571428571428,26514.986631016043,444.14104278074865,20.26274139383623,37.39171122994652,4.594830040175334,31.08383388920741,20.0702942397627,5.567735208281684,180.01186403840373,265.2024732620321,3531.441557125936,5019.802644150896,1675.0566348059644,5019.802644150896
Lewis and Clark,Montana,3272,0.027220805014511282,0.6666666666666666,65989,830,14.140216418,47,3.9992444141,19.080010766389265,12.591504018,3.3225215061,424.20367794,376.3,2188.9400922,4958.402157935414,1257.7853884738365,4958.402157935414
Lexington,South Carolina,11894,0.03212403976031913,0.5,277702,3798,16.304205353,49,4.083407276,397.25161541039773,16.666464918,2.8679065979,345.84698675,504.1,2440.2180333,4283.0084046928005,1367.6530957645246,4283.0084046928005
Liberty,Georgia,2605,-0.8211567242722193,0.9459459459459459,51208.386151797604,795.6790945406125,19.635795622054594,29.836218375499335,4.16582568237004,68.57708156514059,22.282679678814915,4.666037129868841,319.86981394361516,709.1842876165114,5037.294695794807,5087.0574055545685,1553.8062304521216,5087.0574055545685
Licking,Ohio,6696,0.030245714205603902,0.6,169762,2273,18.716060345,51,4.3013366189,248.78119291926643,16.078621607,3.952999854,100.38404768,444.5,2094.9617645,3944.345613270343,1338.9333301916802,3944.345613270343
Limestone,Alabama,4624,-1.6502340497608936,0.95,57630.67816091954,833.9770114942529,17.575908563712645,44.53448275862069,4.713163707263793,95.11232016111758,20.74433779416667,4.099231156447126,263.98930416189654,295.3787356321839,3511.822973738506,8023.504403485612,1447.1060173291328,8023.504403485612
Lincoln,Maine,5653,-10.883633558526823,0.9894490035169988,30356.177489177488,450.39512003148366,17.220071887114326,41.590515545061,4.591334795191755,51.93899574693093,17.206550883187425,4.032972097933412,227.4500948902326,321.98093270365996,2723.9332874998427,18622.239252670708,1483.7016952877464,18622.239252670708
Linn,Oregon,14908,-16.0294960898401,0.9767441860465116,91053.91304347826,1100.0570048309178,17.90246214312657,43.04154589371981,4.32610410814715,98.54250413060683,15.65652712677488,4.519298898992657,192.44970168198068,383.1478260869565,2764.158627021256,16372.717549087021,1208.138088810791,16372.717549087021
Litchfield,Connecticut,4931,0.027773356310547836,0.6666666666666666,185141,2066,12.063141174,54,4.1579267939,201.13317725160368,10.678781863,3.8223474965,106.29585098,240.4,663.74583519,2663.3754813898595,1115.9062552324986,2663.3754813898595
Little River,Arkansas,666,0.02845884905870945,0.5,12616,244,21.064747174,46,5.0113014098,23.702872625132564,24.336815437,5.2689152233,144.27122991,671.6,4305.1359517,5279.010779961953,1934.0519974635383,5279.010779961953
Live Oak,Texas,502,0.02147429532927279,0.5,11976,154,14.521777204,34,4.5080981434,11.518770786366948,20.585696295,3.7645709918,320.07878862,747.5,3209.4594595,4191.716766867067,1285.9051436205746,4191.716766867067
Livingston,New York,6445,-9.706151227216925,0.9945054945054945,76288.02815979044,934.7059593975115,17.67271287776097,47.960052390307794,4.319683628460511,124.86048173504484,16.376085815774722,4.195111544799149,177.49479909050424,277.3348395546824,2375.2733395736736,8448.245623154018,1225.2328208558577,8448.245623154018
Llano,Texas,345,0.019747060892649982,0.5416666666666666,19624,391,13.023916645,39,4.3756841931,21.009546224397116,16.332048434,3.6638183308,141.33688061,56.6,4719.2559421,1758.0513656746841,1992.4582144313085,1758.0513656746841
Logan,Oklahoma,2486,-2.614633254444903,0.9936575052854123,32421.21834552617,553.0720315137872,19.174936137796287,42.24029262802476,4.576844638842318,54.03050589954856,19.18809646595667,4.179378400346652,273.2425975619865,328.5359594822735,3500.3786201379853,7667.817950287008,1705.8952739513754,7667.817950287008
Long,Georgia,348,0.02035755085817906,0.5,17243,175,19.516502065,37,3.8509756519,43.0617985025329,20.363804123,3.9611360239,95.47611693,373.4,1995.1923077,2018.2102882329061,1014.904598967697,2018.2102882329061
Lonoke,Arkansas,2910,0.023913255099951188,0.5384615384615384,71279,1104,18.585972716,49,4.0219985958,92.45851255168544,18.911733535,3.2109414232,340.31158036,459.5,3141.4541796999997,4082.548857307201,1548.843277823763,4082.548857307201
Lorain,Ohio,8368,0.030909129737981947,0.5,304091,4309,18.178693933,52,4.5499623399,619.1762323350774,16.429281793,5.3948335609,163.67247391,484.5,2356.5966261,2751.8078469931697,1417.0100397578356,2751.8078469931697
Los Alamos,New Mexico,170,0.0187212892549684,0.5,17895,136,11.4489648,48,3.5747550389,163.8980666498244,10.42026489,3.3853594197,178.11704835,160.1,477.09923663999996,949.9860296172116,759.9888236937692,949.9860296172116
Los Angeles,California,430713,0.035083596549541136,0.8571428571428571,10057155,84296,10.847678109,38,5.3604206501,2478.2406446761356,16.418669345,4.6692577459,488.34611236,632.7,1918.8611729000002,4282.652499638317,838.1694425510992,4282.652499638317
Loudon,Tennessee,2469,0.027002055656524648,0.5,50637,929,18.581114373,57,3.9034588778,220.87891182316352,17.848549662,3.4081463009,221.17211478,293.4,3272.335845,4875.8812725872385,1834.626853881549,4875.8812725872385
Loudoun,Virginia,10469,0.028405066270206007,0.5348837209302325,362435,1887,10.980386028,52,3.5504433298999998,702.7254493866635,11.075939859,2.4511049609,100.42570308,238.6,641.1506302500001,2888.517941148068,520.6450811869714,2888.517941148068
Louisa,Virginia,908,-0.6279085175150545,0.9230769230769231,23075.488095238095,345.73809523809524,16.278311076821428,53.07142857142857,4.064638043530953,49.09835748241386,14.871752213571428,2.680925677715476,172.94565931380953,255.09523809523807,2385.355553179762,3934.911349447801,1498.291580274059,3934.911349447801
Love,Oklahoma,643,0.022810676146335,0.5714285714285714,9768,197,17.281335998,42,3.9958001575,19.004085785340223,19.890658588,2.1237017517,101.30685847,388.7,4121.8637993,6582.7190827190825,2016.7895167895167,6582.7190827190825
Lowndes,Georgia,6677,-1.6458249181727644,0.9583333333333334,63713.330783938814,901.697896749522,21.192893843734225,34.5717017208413,6.491776312340726,125.2560407632093,25.631451249151052,5.643642928753154,469.8889691558891,982.9755258126195,3210.0010123036327,10479.753479915655,1415.242125399645,10479.753479915655
Lubbock,Texas,34074,0.03369269899009993,0.4444444444444444,294682,3776,14.618253287,45,4.9431994567,329.03431989769,20.563234126,3.0599459374,863.40364668,795.8,3396.7727128,11562.97296747002,1281.3812855892115,11562.97296747002
